name,postcode
COCKLE BAY ANGLICAN COMMUNITY,2284
Cygnet Living History Museum Inc,7112
I am a Boat Person Incorporated,2227
Wattle Day Association Inc,2602
Uca - Tumbarumba,2653
University Of The Third Age Hervey Bay Inc,4655
Wallamore Road Landcare Group Inc,2340
Launceston West Congregation of Jehovah's Witnesses,7249
Light of Jesus Family Queensland Inc,4116
The Trustee For Yeperenye Charitable Trust,870
Church Of Christ Arana Hills,4054
Uca-Camperdown Stanmore Community Church,2050
Denmark Environment Centre Inc,6333
Ness Reserve Pre School Assoc. Inc,3089
Unit Committee T.S. Walrus Inc.,4207
Anaiwan Local Aboriginal Land Council,
St Pauls Anglican Church Menai,2234
The Trustee For Bowmans Forest Cemetery Trust,3735
Serbian Orthodox Church of Geelong Inc,3215
The Constant Street & View Street Gospel Trust,5159
Warramunda Village Inc,3620
Greek Orthodox Archdiocese Of Australia Consolidated Trust Parish Of Saints Constantine And Helen Philoptohos Newtown,2042
Inala Community Justice Group Inc.,
Take Away Theatre Inc ,2145
The Trustee for Newborough Gospel Trust,3825
Molonglo Catchment Group Incorporated,2620
Congregational Church Wollongong,2500
Alternatives To Violence Project Western Australia (Incorporated),6050
Ward Avenue Kindergarten Inc.,3167
St Philomenas Catholic School Uniforms And Accessories,2400
Coptic Orthodox Patriarchate Archangel Mikhail And St Anthony Church,3166
Breakthrough Eagles Ministries Inc,6004
Murdoch University Guild Of Students,6150
Voc Full Gospel Church In Australia Incorporated,2559
Epping Christian Life Centre-Korean,2117
Wesley College Endowment Fund Association Inc,6151
Life Domain Incorporated,
Church Of Christ Happy Valley Aberfoyle Park,
under broomtree ministry Incorporated,2122
Disaster Appeals Fund,4001
St Patricks Catholic Parish - Gordon,3345
Bowraville and District RSL sub-Branch (RSL NSW),2449
The Corporation Of The Synod Of The Diocese Of Brisbane,4064
GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA CONSOLIDATED TRUST PARISH OF ST RAPHAEL EAST BENTLEIGH LADIES AUXILIARY,3204
St Clare's Catholic Primary School,3029
Old Yarranlea State School Parents And Citizens Association,4111
The Raie Taylor Foundation,2646
Pregnancy Crisis Incorporated,
Redland Museum Inc,4163
Good News Christian Fellowship,3023
RETURNED & SERVICES LEAGUE OF AUSTRALIA (QUEENSLAND BRANCH) BIGGENDEN SUB BRANCH INC.,4621
Christian Surfers Australia Inc,6280
North Coast Children's Home Inc,2480
Mackay Women's Centre Inc.,4740
Thorpdale & District Kindergarten Inc.,3835
The Bunbury Diocesan Trustees,6230
Mahasiddha Buddhist Centre Incorporated,2016
Heart Focus Community Care,3844
The Trustee for the Joan Peteresen Charitable Foundation,3000
Uca - Horfield Uniting Church,3567
Donwood Community Aged Care Services Inc,3136
Harris Park Community Centre Inc,2150
Bethel Presbyterian Church Inc.,4109
Pyramid Hill Rsl Sub-Branch Welfare Patriotic Fund No W336,3000
Glen Forrest Volunteer Bush Fire Brigade,6071
The Trustee For The Csanz Education Trust,2000
The Trustee For Grace Russell Wildlife Preservation Trust,3011
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For The Catholic Parish Of Adelong,2729
Holy Ascension Orthodox Christian Mission Centre Inc,3034
Montrose Bay High School Parents & Friends Association Inc,7010
The Trustee For Childrens Promise,3008
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra & Goulburn As Trustee For The Marymead Centre Auxiliary,2604
St Elizabeth's Primary School,3175
Bondi Surf Bathers Life Savings Club Incorporated,2026
Campbell Town Area Community Service Board Inc.,7210
Young Meals On Wheels Organisation Inc,2594
Ballina High School P&C Assn,2478
Redland Bay Congregation of Jehovah's Witnesses,4164
Macquarie Education Incorporated,2285
Prayer For Israel Australia Inc,4034
Saddleworth And Districts Historical Society Incorporated,5413
The Greta Community Pre-School Inc,2334
Theodore Council On The Ageing Inc,4719
SHINE INSPIRE ACHIEVE BELONG INCORPORATED,6530
Doorae Church Of Sydney,
The Corporation Of The Synod Of The Diocese Of Rockhampton ,4702
Redcliffe Congregation of Jehovah's Witnesses,4022
Parramatta Baptist Church,2152
Workskills Incorporated,7030
Yurana Cancer Kids Holiday Homes Inc,2539
St Pius X School,3081
Koalas In Care Inc,2430
Wellington Public School P & C Association,2820
Victorian Medical Benevolent Association Incorporated,3081
Jewish Care (Victoria) Inc,3004
Mandurah Volunteer Marine Rescue Group (Incorporated),6210
Noarlunga Exservice And Community Daycare Club,5162
Wondecla Rural Fire Brigade ,4031
Yilka Charitable Trust No.1,6004
Faye Dumont Singers Inc,3122
Bundaberg & District Ex Servicewomen's Association Inc,4670
Enoggera Districts Memorial Hall Association Inc,4051
Mareeba State P-7 School Parent & Citizens Association,4880
Anglican Parish Of Port Hedland,6721
Kyneton RSL Sub-Branch Welfare Patriotic Fund,3000
Northern Inland Council for the Environment Inc,
The Church Of United Spiritulism Of Australia Bli-Bli,4560
The Returned Services League Of Australia,2000
Australia New Zealand Society For Ecological Economics,2351
St Francis Xavier's Catholic Primary School,3214
The Vietnamese Christian Mission Church,2199
Goodna Sub-Branch RSL,4300
Greek Orthodox Archdiocese Of Australia Consolidated Trust Cathedral Of The Annunciation Of Our Lady Philoptos Committee Redfern,2016
Catholic Parish Of Newcastle,2291
Mount Hutton Child Care Centre Inc,2290
The Corporation Of The Synod Of The Diocese Of Brisbane,4370
Uniting Church In Australia Noranda,6062
Turramurra Parish - Acpt (1430),2000
Lutheran Church of Australia Queensland District,4812
Blackfriars Priory School Foundation Incorporated,5082
The Trustee For Geelong Community Open Fund,3220
Mt Zion Indonesian Christian Church,
St Macartans Catholic Church Mornington,3931
Anglican Parish Of The Southern Vales,5171
Sydney Chamber Choir Incorporated,2006
Earth Kids Foundation,2570
The Trustee For Florence A M Anderson Estate,3000
Hospital Helpers Organisation Craftgroup,3011
Winifred Campbell Trust,2001
The Friends Of The Royal Botanic Gardens Melbourne Trust Fund,3004
Edmund Rice Camps Incorporated,3093
Helping Wings,2170
Padstow Christian Fellowship & Bible Studies Incorporated,2211
Non-Denominational Challenge Christian Camps Inc,2096
Maffra Combined Churches Committee,3860
The Cairns Turtle Rehabilitation Centre Inc,4870
The Pku (Phenylketonuria) Association Of NSW Incorporated,2153
Warren Central School P&C Association,2824
Nundle RSL sub-Branch (RSL NSW),2340
Presbyterian Church Of Eastern Australia Ulverstone Congregation,7315
Berkeley Congregation of Jehovah's Witnesses,2506
Western Australia Indo-China Chinese Benevolent Association,6003
Estate Edith Jean Beggs,3000
Bongeen Church Of Christ,4356
Youth With A Mission Sunshine Coast Inc,4556
St Peters Lutheran Church Gerogery,2642
Australian Society For Performing Arts Healthcare,2256
Medical Students Association Notre Dame (Msand) Inc,6160
Hornsby North Community Care Association Incorporated,2077
East Augusta Volunteer Bushfire Brigade,6290
Friends Of The Great Lakes Library Service,2428
Northern Mallee Local Learning And Employment Network,3500
Mantamaru Community Inc,870
Northern Coalfields Community Care Association Ltd,2325
Cape Paterson Surf Life Saving Club Inc,3995
The Diocese Of Wagga Wagga As Trustee For St Therese's School Yenda,2650
Coffs Harbour Regional Cancer Services Incorporated ,2452
Natural Fertility Australia Incorporated,2605
The Greek Orthodox Community Of Oakleigh & District Inc,3166
Anglican Church Of Australia Trundle,2875
Polynesian Kids Community Language School Inc.,3023
Gloucester Broadcasters Association Incorporated,2422
Queensland Community Foundation,3000
National Association Of Christian Educators,3564
Gabbinbar State School P&C Assn,4350
Upper Yarra Rsl Sub-Branch Welfare Patriotic Fund No W458,3000
Halls Creek Volunteer Fire And Emergency Service,6770
Albany Volunteer Fire Brigade,6330
Our Lady Of The Rosary Schoolparents And Friends Association,4069
The Central Auxiliary Of The Launceston General Hospital Inc,7250
Cobargo Showground Trust,2550
The Trustee For Charles Tutty Charitable Trust,3000
The Teal Sisters to raise awareness for Neuroendocrine Carcinoma of the Cervix and non HPV Related Cervical Cancer Organisation,6210
Begonia Primary P&C Association ,4487
Association Of The Immaculate Mediatrix,6566
S.p.e.e.c.h. (w.a.) Incorporated,6156
Romsey-Lancefield RSL Sub-Branch Building Patriotic Fund,3000
St Peter The Apostle Catholic Church East Keilor,3033
ACPT- Dundas/Telopea Trust,2000
Connected Foundation Incorporated,2213
The Womens College Within The University Of Queensland,4067
The Corporation Of The Synod Of The Diocese Of Brisbane,4340
The Greek Orthodox Parish Of South East Sydney Ltd. St Spyridon Ladies Auxiliary,
Servite Community,6060
Churches Of Christ In Queensland Bundaberg,4670
Cerebral Palsy Adult Association,
The Trustee For The KSC Education Foundation,6151
Coffs Harbour Show Society Inc,2450
The Friends Of Oolong Association,2581
Howell Swanton Charitable Trust,2119
Loreto Toorak Past Pupils' Association Incorporated,3142
Expression Sessions Community Projects Inc,3056
Kingston City Church Inc,3169
The Trustee For Powell G A Estate,5000
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Anthony's Primary Wanniassa,2903
Presbyterian Church Of Australia In The State Of NSW Presbytery Of Sydney,2137
Uca - Yarragon Uniting Church,3823
Catholic Parish Of St Patrick's Lochinvar,2321
Belonging United Inc,4209
The Trustee For Temple David Permanent Trust,6050
Swifts Creek Bush Nursing Centre Inc.,3896
Newcastle Full Gospel Church Incorporated,2289
The Sir Henry Royce Foundation,4006
Wyong Baptist Church,2259
Parish Of Howrah,7001
The Grainery Christian Network Incorporated,2297
Church Of Christ Sunnybank,4109
Morgan Street P&C Assoc,2880
Dayamani Foundation,2026
"Trinity Evangelical Lutheran Congregation, ELCR, Woombye",4555
Adult Learning Australia Limited,3011
Christies Beach Baptist Church Family Enrichment Centre Inc,5165
Bedgerebong P&C Association,2871
Western Plains Christian Fellowship Incorporated,3500
Anglican Parish Of Kwinana,6167
Marsden High School Parents And Citizens Association,2114
Mullum Seed Incorporated,2482
Brisbane Convoy for Kids Inc.,4021
Australian And New Zealand Children's Haematology/Oncology Group Inc,3168
Sugarvalley Neighbourhood Advancement Group Inc ,2286
Bankstown Handicapped Childrens Centre Association Inc,2200
Anglican Parish Of The Otways,3233
ROSEBUD RSL SUB-BRANCH WELFARE PATRIOTIC FUND NO W356,3000
Dann/Rayner Fund For Theological Education,3000
Marninwarntikura Fitzroy Women's Resource Centre (Aboriginal Corporation),6765
Cambodian Australian Community Association of the NT,
Laidley Meals On Wheels Incorporated,4341
Goovigen Rural Fire Brigade,4031
Progressive Judaism Victoria Inc,3143
EMMANUEL CHRISTIAN ASSEMBLY INC.,3977
The Trustee For Ballarat Gospel Trust,3554
Community Transport Port Stephens Limited,2315
ARC 4 Life Inc,3931
Emmanuel Karen Baptist Church of Western Australia Inc,
Ipswich Genealogical Society Inc,4305
St Vincent's Parents & Friends Association,2011
Disability Resources Centre Inc,3000
Gundiah Primary P&C Association,4650
Greek Orthodox Archdiocese Of Aust Holy Monastery Of Panagia Gorgoepikoos,3221
Wooroolah Rural Fire Brigade,4031
Queensland Centre For Photography Association Inc,4101
THE VALDA KLARIC FOUNDATION,3000
The Trustee For Estate T J Barry,3550
Seminary of the Good Shepherd,2140
UCA - Bunyerra Childrens Centre,2905
The Roman Catholic Archbishop Of Perth The Record Newspaper,6000
Life Inverell Incorporated,2360
Langtang Valley Health (Australia),2615
Ethnic Communities Council of Logan Inc. (ECCL),
WA Country Health Alliance Ltd,6330
Transitions Film Festival Limited,3000
St Andrews Anglican Church,2396
Vietnam Veterans Federation Of Aust Sunshine Coast Sub Branch Inc,4560
Street Missions Inc,3913
Inspire Youth Australia Foundation Limited,2541
Place of Friendship Limited,6071
Northern Communities Of Hope,5113
Taree Baptist Church,2430
The Church At Archies Creek Inc,3995
Sherbourne Pre School Association Inc,3094
Peace Lutheran Church Coffs Harbour,2452
The Good Samaritan Awards Incorporated,2577
The Pearl Box Incorporated,2287
Anglican Parish Of Woodlands - Wembley Downs,6015
UnitingCare Hotham Mission,3051
Kingsley Presbyterian Church Inc ,6065
The Trustee For Cooke Bequest,6846
Lower Burdekin Home For The Aged Society Inc,4807
Richmond Hill Primary P&C Association,4820
Batlow Senior Citizens Village Association Inc,2730
The Trustee For Yarra Valley Grammar School Building Fund,3134
THE TRUSTEE FOR HART AUSTRALASIA DONATION FUND,2073
UCA - Pymble Ladies College,2073
St Lukes Anglican Church Clovelly,2031
Sacred Heart Parish Kadina,5554
Poloneum Incorporated,5032
Mackay & District A P & I Association Inc,4740
Mount Alexander Sustainability Group Inc,3450
Uca - Geelong City Parish,3220
Linton Court Elderly Peoples Homes Society Inc.,3960
Pittwater High School P&C Association,
Werin Aboriginal Corporation,2444
Downfall Creek Bush Fire Brigade,4031
Harbord RSL sub-Branch (RSL NSW),2096
The Trustee For Leslie Talbot Batten Estate,3000
Presbyterian Church Of Australia Aust Presbyterian World Mission Committee,2134
THE TRUSTEE FOR KAYE CUSSEN FOUNDATION,2337
All Nations Community Church Incorporated,2192
Cundletown Public School P & C Association,2430
Teelba Primary P&C Association,4423
All Saints Parish School Parents & Friends Association,4035
Church Property Trust - Wollongong Anglican Regional Council,2000
Italian Cultural Centre Incorporated,5108
St Francis Choir Foundation,3000
Raymond Terrace Early Education Centre Incorporated,2324
Leeman Marine Rescue,6514
The Friends Of Churchill Island Society Incorporated,3004
Lower Clarence Christian Education Assn Inc,2463
Anglican Parish Of Coopernook,2427
Bourke Volunteer Rescue Association Incorporated,
Jubilee Australia Research Centre Incorporated,2000
Bayswater State Emergency Service Incorporated,6053
I Kuan Tao Association Of Of Qld Inc,4113
Budburra Books Inc,4605
W A Government Schools Music Society,6025
St John The Apostle Parish Refugee Resettlement Committee,2615
Grays Institute,2117
Stephen Cummins Film Trust,2042
Riverlands Montessori School,6055
St Raphael's Parish School Board,5063
Operation PTSD Support Inc,4305
Jesuit Mission,2060
Make a Difference Dingley Village Inc,3172
The Abbeyfield Society (Mount Gambier & District) Inc,5290
Summerhill Inc,5142
Bright RSL Sub-Branch Building Patriotic Fund,3000
Hunter Valley Equine Research Centre Limited,2337
Presbyterian Church Of Australia In The State Of New South Wales The Presbytery Of Canberra,2913
Doncaster RSL Sub-Branch Building Patriotic Fund,3000
Emmaus College,3133
Keilor Historical Society,3036
Walhalla Heritage And Development League,3825
Sri Guru Singh Sabah Sydney The Sikh Association Of Sydney Inc,2212
St Joan Of Arc Villa,2045
Shepparton Gospel Trust,3631
The Bridge Organisation Inc,6952
Church For The Whole Family Dandenong South Inc,3177
Tieri Baptist Church,4709
The Trustee For The Angior Family Foundation,3000
The Trustee for GPA Andrew Ursini Charitable Fund,5061
Church Property Trust - St Martins Anglican Church Killara Perpetual Trust,2000
The Roman Catholic Archbishop Of Perth Girrawheen Parish,6064
Sydney Living Hope Community Church Incorporated,2137
The Trustee For Church Of Scientology Perth Academy Building Fund,2117
Bowral Primary School Parents & Citizens Canteen Committee,2576
The Friends Of St Pauls Heritage Church Kimcumber,2251
The Trustee For Vd Barrett Lennard Bequest,6846
The Trustee For Edmund Rice Centre Foundation,6152
Disability Advocacy Service Inc,870
Slomsek School,3101
Unitingcare NSW.ACT,2000
The Trustee For Aron Feldman Trust,5000
Murwangi Community Aboriginal Corporation,822
Orange Family Support Service,2800
Taraleigh Steiner Pre-School Inc,3165
Gascoyne Aboriginal Heritage and Cultural Centre Inc,6701
The H.R. Haselgrove Memorial Trust Fund,5064
Uca Brookfield Uniting Church,4069
Churches Of Christ Modbury,5092
Uca-Gymea-Miranda Uc,
LOGAN WEST COMMUNITY ARTSHARE ALLIANCE INC,4118
Dawesville Catholic Primary School,6211
Church on the Hill,2422
QL2 Dance Incorporated,2612
Reserve Protection Group Inc,6073
Keppel Sands Rural Fire Brigade,4031
Rainbow Community Church Incorporated,6064
Keilor East Rsl Sub-Branch Building Patriotic Fund No 2817,3000
Spring Head Trinity Lutheran Church Incorporated,5244
Presbyterian Church Of Australia St Davids Beresfield,2322
Uca - Carlingford Congregation,2118
Living Waters Lutheran College Incorporated,6169
INVERLOCH RSL SUB-BRANCH BUILDING PATRIOTIC FUND NO 2790,3000
The Roman Catholic Bishop Of Bunbury Waroona Yarloop Parish,6215
STANHOPE & DISTRICT MEN'S SHED INC,3623
INALA ELDERS ABORIGINAL AND TORRES STRAIT ISLANDERS CORPORATION,4077
Catani Community Church,3981
West Moreton Community Kindergarten Inc,4306
The Trustee For Central Queensland Performing Arts Foundation,4700
East Booral Rural Fire Brigade,4031
Belmont Congregation of Jehovah's Witnesses,3216
Greta Public School P & C Association,2334
The Roman Catholic Archbishop Of Perth Willagee Parish,6156
Business Enterprise Centre Southern Sydney,2232
The Trustee For Gwynneth Ewens Art Award,2001
Sherwood District Meals On Wheels Inc,4075
St Stephen's Anglican Church Of Australia Lugarno,2210
The Trustee For Christian City Church Hepburn Heights Trust Fund,6025
Ngurawaana Group (Aboriginal Corporation),6718
Denman Public P&C Association,2328
Mudgee Baptist Church,2850
The Trustees Of The Roman Catholic Church For The Diocese Of Parramatta As Trustee For The Confraternity Of Christian Doctrine Diocese Of Parramatta,2150
The Corporation Of The Roman Catholic Diocese Of Toowoomba Centacare,4350
GCU Community Trust,6430
Penrith Valley Community Care Incorporated,2749
The Trustee For W L. Haenke Historical Foundation,4305
Jack Russell Rescue,2777
Queensland Cardiac Rehabilitationassociation Incorporated,4001
Victoria State Emergency Service Maffra Unit,3860
Returned Services League Cambridge Sub-branch,6014
Almond Grove Family Church Inc,5173
Australind Children's Fund Inc,5211
Gnowangerup Baptist Church (Incorporated),6335
Support4Cancer,3350
Go Evangelical Church Inc,3129
Adelaide Theological Library Incorporated,5032
Santa Teresa Mission,872
Balaklava Church Of Christ Community Care Incorporated,5461
Southern Districts Support Association Inc,6112
Canine Companions Of South Australia Incorporated,5114
Murray Arts Incorporated ,3690
Octapod Association Inc ,2303
Wesleyan Methodist Church - NSW District,3824
Jesus is Lord Church Victoria Inc,3028
The Trustee For Ethiopiaid Australia Foundation,3000
Catholic Chinese Community Of Melbourne,3127
Gymea Community Preschool,2227
THE TRUSTEE FOR ALICE O'BRIEN CHARITABLE TRUST,3186
The Newport Islamic Society School & Education Building Fund,3015
Young Animal Protection Society Inc,4878
Dhammakaya Society Of Victoria Inc.,3082
Macquarie Fields Public School P & C Association,2564
Healesville Living & Learning Centre Inc,3777
The Trustee For Emily E E Stewart Re Baker Medical Res,2001
Southland Baptist Church Inc,2763
Peter Moyes Anglican Community School,6030
East Bonnie Rock Bush Fire Brigade,6479
Holy Rosary School Heathcote,3523
Mitakoodi Aboriginal Corporation,4824
Regentville Public School P&C Association,2745
Westminster Presbyterian Church Buderim Inc,4556
The Trustee For The Byera Hadley Travelling Scholarship Fund,2001
Penina Zylberman Yiddish Cultural And Educational Foundation Inc,3187
Defence Force Welfare Association Victoria Branch Inc,3006
Lady Loton Bequests,6846
The National Council Of Single Mothers And Their Children Inc.,5033
Stella Bella Little Stars Foundation,2902
Strathalbyn Churches Bookshop Inc,5255
Uca - Beenleigh Parish,4207
Anglican Parish Of Holy Trinity Sebastopol,3356
Central Coast Tenants' Advice And Advocacy Service Incorporated,2259
Lambton-New Lambton RSL sub-Branch (RSL NSW),2305
Our Middle Earth Inc.,4270
Millmerran & District Historical Society Inc.,4357
Escare Inc,6450
Windsor Gardens Uniting Church,5087
Central Life Church Inc,3076
Beit Hamashiach Messianic Congregation,3162
Barton Housing Association Inc,2581
Vishva Hindu Parishad Of Australia Incorporated,2155
Chat For Change Inc.,3149
The Trustee For Foundation 5 Dollars Charitable Trust,2150
Inspirational Quilts,3087
Uca - Kyogle Congregation,2474
Kulin P&C Assn Inc,6365
The Roman Catholic Bishop Of Bunbury Narrogin Parish,6312
Hobart Cat Centre Inc,7008
Anglican Parish Of Bulahdelah/Tea Gardens,2324
The Trustee For The Gamarada Trust,2052
The Legacy Club Of Goulburn Inc,
North Balga Christian Centre,6061
The Trustee For Lindesay Street Gospel Trust,2560
Church Of The Nazarene Australia Southern District Advisory Board Inc,2765
Community Agency For Development Employment & Training Inc,
Victorian Lions Foundation Inc,3224
Catholic Parish Of St Johns Mullumbimby - St Johns Primary School,2482
THE TRUSTEE FOR THE LANG FOUNDATION,5067
Barrenjoey High School P&C Assoc Attn: Sandra Wilson,
Australian Refugee Association Inc,5032
C3 Church Hope Incorporated,2322
Morialta Uniting Church,5072
Church Of Christ Victor Harbor,5211
Queanbeyan Bible Baptist Church,2620
Fremantle Arts Centre Press,6160
Catholic Parish Of St Mary Of The Angels Guyra,2365
The Trustee For Lale Foundation,4000
Uca West End Uniting Church Congregation,4101
Bubup Wilam For Early Learning Incorporated,3074
Trinity Land Trust,5000
St Johns Flinders With St Marks Balnarring Anglican Churches,3926
The Trustee For Purves Environmental Fund,2000
Hamazkaine Arshak And Sophie Galstaun School Inc,2101
The Trustee For Baptist Union Of New South Wales - The Aged And Infirm Ministers Trust Fund,2000
Christian Life Community Inc.,4179
Moe North Congregation of Jehovah's Witnesses,3825
Taksenkangbloung Community Centre Inc.,3280
Ararat Neighbourhood House,3377
W.H.C Hyde Bequest The Perth Diocesan Trustees,6846
Bonnie Doon Rural Fire Brigade,4031
Christ Church Wayville Uca Synod Of Sa,5034
St Peter's College Foundation Inc,5069
Lockleys Christ The King Catholic Parish,5032
Royal Australian Air Force Assoc Inc Sa Division,5000
Coonamble Congregation of Jehovah's Witnesses,2829
The Flametree Foundation,
Start Foundation Limited,3021
Wongatha Wonganarra Aboriginal Corporation,6440
Fragile X Alliance Inc.,3161
Corey Turner Ministries Inc,3134
Ashmore Congregation of Jehovah's Witnesses,4215
Shalstone Court Association Incorporated,2372
Wodonga Lutheran Parish,3690
Presbyterian & Scots' Church Joint Mission Inc,3031
Society Of African Missions Incorporated,6162
Yandina Primary P&C Association,4561
Spark Resource Centre Incorporated,5000
Uca - Sylvania Uniting Church,2224
Lord's Light Presbyterian Church Inc.,2134
Hadassah Australia Inc,3162
The Trustee For The Iwasaki Foundation,4700
Ravenshoe Rsl Sub Branch,4888
Fingal Valley Meals On Wheels,
Whyalla Revival Centre,5608
The Trustee For Your Angel,2576
Breona Residential Services Incorporated,2800
International Buddhist Cham Shan Temple Of Australia Incorporated,2264
Bermagui Senior Citizens Welfare Club,2546
Cranbrook School,2023
Reform Movement Pty Ltd,2762
The Vasey Housing Association N S W,2000
Ascham Foundation Ltd,2027
Catholic Parish Of Our Lady Of Lourdes Baulkham Hills South,2153
Sydney Christian Life Centre Ltd,2153
Trinity Catholic College Lismore Ltd,2480
Campbell Street Children's Centre Ltd,2620
Childfund Australia,2010
Quest For Life Foundation,2578
Travellers Aid Australia,3000
Camberwell Anglican Girls' Grammar School,3126
Caulfield Grammar School,3183
The Mutual Help Limited,3161
Puffing Billy Preservation Society,3160
Coastal Residential Service Inc,7320
The George & Mary Shepherd Foundation,3000
Unity School Of Christianity Australia ,4054
Uca - Parish Of Pakenham District,3810
Calvary Temple Christian Colleges Ltd.,4814
Red Hill Paddington Housing Collective Limited,4059
Berwick Sub-Branch Returned & Services League Of Australia,3806
Shaarei Tefillah Inc,3161
Association Of School Bursars And Administrators (Vic) Inc,3127
Alliance Francaise d'Adelaide,5034
Presbyterian Ladies College Armidale ,2350
The Redeemed Christian Church Of God Strong Tower Inc.,3031
Assembly Of God Paradise Inc,5075
Axel Stenross Maritime Museum Inc,5606
Morella Community Centre Incorporated,5107
One Thousand Villages,3040
Open Heaven Church,2170
Kempsey High School Parents And Citizens Association,2440
Northside Ministry Resources Inc,3083
Trustees Of The Roman Catholic Church For The Diocese Of Broken Bay,2120
Wauchope Pre School Kindergarten Inc,
Pyree Literary Institute Incorporated,2540
Southern Junction Community Services Incorporated,5165
The Trustee For Hillstream Trust,4310
Jacobs Well Horsham Lutheran Church,3400
National Aboriginal And Torres Strait Islander Catholic Council,5069
Toowoomba Revival Centre Inc,4350
Florence Kindergarten & Preschool Inc,4019
Esperance Senior High School P & C Association,6450
National Association of People With HIV Australia,2042
The Way Of Australia Limited,4113
Lifeline South West (Vic) Inc,3280
Victoria State Emergency Service Footscray Unit,3012
Benalla Rsl Sub-Branch ,3672
The Cerebral Palsy Association Of Western Australia Ltd,6050
Leichhardt Baptist Church,4305
Bethel Baptist Church Of Mount Beauty,3699
Church Of Christ Balwyn,3103
Crossnet Incorporated,3109
THE TRUSTEE FOR THE GEORGE LEWIN FOUNDATION,2482
The Trustee For The Mackay Foundation Trust,4740
St Giles Society Inc,7250
Congo Aid Incorporated,2777
Logosdor Limited,2077
Variety The Children's Charity Tent 75 South Australia Incorporated,5035
Retina Australia Act Inc,2605
Irongate Memorial School Of Arts,4356
National AIDS Fundraising Limited,2010
Murwillumbah Community Centre Inc,2484
Chinese Catholic Community Homes Limited,2146
Church Of Christ Maryborough,3465
Regional Development Australia Goldfields Esperance Incorporated,
Arcadia University The College Of Global Studies,
Mackillop Family Services Limited,3205
Marymount College,5048
Foundation 61 Inc,3217
Crommelin Native Arboretum Incorporate,2256
Physical Disability Australia Ltd,5000
Alzheimer's Australia Dementia Research Foundation Ltd,2614
Power Of The Spirit Ltd,4870
WINGHAM SHOW SOCIETY INCORPORATED,
Marie Stopes International Australia,
National Return And Disposal Of Unwanted Medicines Limited,
Reach Beyond,3137
The Queensland Chamber Of Agricultural Societies Inc.,4006
Warwick-Yangan Presbyterian Church,4370
Townsville Christian Life Centre Management Limited,4814
Cerebral Palsy Alliance - Therapy Services,2100
Christian City Church Crawley ,6009
Society Of The Sacred Mission - Australian Province,5000
Grace Community Baptist Church,2261
National Centre For Childhood Grief Australia Limited,2122
Seamen's Christian Friend Society Ltd,2019
Kids And Families Foundation Ltd,3765
St Laurence House Incorporated,2032
Mary Valley Wesleyan Methodist Church,
Garden City Independent Baptists Pty Ltd,4350
The Leading Dramatic Society Theatre Inc,3204
Aid For Africa - Down Under Limited,800
Children's Food Education Foundation,2107
Mercy Community Services Employment & Training Limited,4030
Tableland Community Housing Assn Inc,4883
Trustees Of The Little Sisters Of The Poor,2031
Exemplar Global Inc,2750
Lithgow Community Projects Inc,2790
South East Alliance Of General Practice - Brisbane Ltd,4157
"SOUTH PACIFIC DIVISION OF THE SEVENTH-DAY ADVENTIST CHURCH AS THE OPERATOR OF A PBI
",2076
St George's Anglican Church Of Australia Hurstville,2220
Ravenshoe Rural & Remote Aged & Disabled Care Community Aged Care Packages Services,4888
Medicines Development Limited,3006
Guy Wallace Foundation Limited,6000
Kilvington Grammar School Ltd,3204
The Queensland Womens Historical Association Inc,4006
Uca - Canberra Monaro Emmaus Community,2601
Unity Grammar College Ltd,2179
The Family Inclusion Network Wa Inc,6000
The Asbestos Diseases Research Foundation,2139
Wambiri Anglican Youth Camp And Conference Centre,2550
Brandenburg Foundation Limited,2027
Stockyard Point Rural Fire Brigade,4031
Love Is My Velocity Pty Ltd,6003
Future Climate Australia,3954
FSHD Global Research Foundation Limited,2000
Australian Age Of Dinosaurs Limited,4735
Indochina Starfish Foundation (Australia) Ltd,2000
Destiny Life Church Limited,2251
The Junction Works Limited,2179
Pacific Valley Christian School Ltd,2463
Evolve Leadership Pty. Ltd.,6014
The Wired Lab Ltd,2722
The Trustee For The Country Fire Service Foundation (Tax Deductible Gift) Fund,5000
Half The Sky Foundation Australia Limited,2060
Leapfrog Adventures Incorporated,2611
The Trustee For Dictionary Of Sydney Trust,2037
Goombungee Wesleyan Methodist Church,4354
Youth Empowerment Network Ltd,3068
Gandangara Future Fund Limited,2170
The Stokes Collection Limited,3441
The Sikh Cultural Organisation Ltd.,2150
Camdenville Public School P & C Association,2042
THE TRUSTEE FOR TANK FOUNDATION,3144
Scotch Family Association,3122
Second Cycle Limited,2010
Hope For Burke Inc.,3055
Sap Ecosystem Foundation Limited,2060
The Trustee For Baptist Literature Trust Fund,2060
Triple A Initiative,2880
Tribe Of Judah Care Services Ltd,4127
Riverlinks Child Care & Community Centre,6233
Victory Christian Church Inc,2176
GOLD COAST VISION PRESBYTERIAN CHURCH INC,4214
Centre for Hope,2290
